Interaction_ID,User_ID,Category_Type,Category_Value,Strength,Timestamp
177,100,Moon,Earth,3,2025-11-24 16:47:03.122592
178,79,Star,G,5,2025-11-25 18:10:08.623070
179,18,Moon,Pluto,4,2025-11-26 10:21:02.650669
180,54,Planet,Dwarf Planet,1,2025-11-28 03:26:45.880137
181,87,Planet,Terrestrial,3,2025-11-22 08:21:17.832822
182,21,Star,M,2,2025-12-01 02:50:15.146273
183,99,Moon,Neptune,3,2025-12-06 15:01:33.711744
184,97,Planet,Ice Giant,5,2025-12-06 07:28:46.282364
185,90,Star,M,5,2025-12-08 09:47:27.057135
186,5,Moon,Makemake,2,2025-12-03 06:10:14.553535
187,93,Star,M,2,2025-12-02 18:15:59.738172
188,14,Planet,Ice Giant,3,2025-12-05 02:50:20.552912
189,95,Moon,Uranus,2,2025-11-29 13:10:50.927965
190,72,Planet,Dwarf Planet,4,2025-11-29 05:43:37.226505
191,35,Moon,Saturn,3,2025-12-03 08:16:38.842102
192,72,Planet,Terrestrial,4,2025-12-02 09:51:01.721621
193,40,Star,K,1,2025-12-03 03:00:42.627789
194,29,Star,F,4,2025-12-05 17:23:55.099559
195,49,Moon,Neptune,1,2025-12-09 00:02:32.273072
196,100,Planet,Ice Giant,2,2025-12-06 06:52:20.212578
197,39,Star,O,1,2025-12-08 05:49:37.219843
198,34,Planet,Terrestrial,3,2025-11-21 07:51:08.405573
199,99,Star,K,3,2025-12-04 07:40:44.797467
200,17,Moon,Saturn,3,2025-12-02 04:22:57.389932
201,7,Moon,Uranus,4,2025-12-01 12:57:25.030991
202,11,Planet,Terrestrial,5,2025-11-06 14:06:04.736816
203,56,Moon,Saturn,2,2025-11-30 08:21:35.619234
204,9,Moon,Eris,3,2025-11-12 23:54:25.078901
205,32,Planet,Gas Giant,2,2025-11-25 20:10:00.904781
206,34,Planet,Ice Giant,4,2025-11-23 21:29:06.172017
207,46,Planet,Dwarf Planet,5,2025-11-18 19:21:51.000499
208,10,Star,F,2,2025-11-24 06:30:08.762567
209,92,Star,M,5,2025-12-06 08:34:17.556585
210,10,Planet,Dwarf Planet,5,2025-11-24 22:39:10.223384
211,47,Moon,Pluto,3,2025-12-01 09:25:06.533388
212,66,Planet,Ice Giant,5,2025-12-04 02:47:44.646968
213,49,Star,G,3,2025-12-05 23:41:38.355528
214,13,Star,K,4,2025-11-30 23:27:30.055670
215,17,Star,M,2,2025-12-03 23:28:11.368646
216,37,Planet,Dwarf Planet,5,2025-11-22 03:39:03.085535
217,55,Planet,Ice Giant,2,2025-12-02 20:13:15.266909
218,2,Planet,Terrestrial,1,2025-12-06 15:33:59.761848
219,84,Planet,Terrestrial,5,2025-12-07 21:30:13.789634
220,97,Moon,Pluto,4,2025-11-27 01:11:52.645238
221,99,Moon,Earth,5,2025-12-01 08:41:06.683004
222,32,Star,A,3,2025-12-08 15:30:37.848316
223,75,Planet,Gas Giant,3,2025-12-03 07:40:29.389281
224,39,Planet,Gas Giant,3,2025-12-04 01:51:17.920344
225,52,Star,A,3,2025-11-20 05:52:43.020392
226,91,Planet,Gas Giant,5,2025-10-24 22:38:50.187521
227,26,Star,M,3,2025-11-10 13:04:44.141966
228,89,Star,G,5,2025-12-08 01:52:39.905256
229,88,Star,K,4,2025-11-26 05:16:49.924721
230,63,Moon,Eris,3,2025-12-06 18:11:09.136341
231,81,Star,G,5,2025-11-25 09:47:08.554466
232,8,Star,F,3,2025-11-29 07:35:00.329905
233,11,Star,M,5,2025-11-10 12:20:17.226714
234,91,Planet,Gas Giant,5,2025-12-08 14:47:05.851306
235,75,Moon,Mars,5,2025-11-28 03:13:40.332121
236,44,Moon,Jupiter,1,2025-11-22 22:52:21.462660
237,77,Star,A,4,2025-12-08 00:06:38.486509
238,87,Star,B,3,2025-11-14 19:36:01.407160
239,67,Planet,Ice Giant,4,2025-12-05 16:30:22.107042
240,74,Moon,Uranus,2,2025-12-04 23:34:51.651271
241,70,Star,O,5,2025-11-30 21:51:35.553960
242,84,Star,F,4,2025-12-07 08:06:11.904317
243,25,Star,B,5,2025-11-22 19:43:13.377294
244,45,Planet,Dwarf Planet,3,2025-11-26 03:42:25.244587
245,16,Moon,Uranus,4,2025-11-29 15:27:50.752118
246,7,Planet,Terrestrial,4,2025-12-09 06:55:47.923822
247,2,Star,K,4,2025-12-05 20:32:34.967657
248,89,Moon,Uranus,4,2025-12-06 02:08:17.794959
249,28,Star,K,4,2025-11-28 00:23:52.762222
250,76,Star,K,2,2025-12-04 08:26:00.007144
251,38,Moon,Makemake,3,2025-11-30 11:32:27.529153
252,93,Star,O,3,2025-12-03 00:40:05.232526
253,74,Star,B,5,2025-12-02 15:25:50.589858
254,89,Star,G,1,2025-12-08 04:48:56.835758
255,60,Moon,Haumea,4,2025-12-06 08:58:30.521076
256,96,Star,B,2,2025-12-03 02:36:41.805067
257,28,Planet,Terrestrial,1,2025-11-27 01:33:49.716244
258,29,Star,F,4,2025-11-24 09:51:29.873282
259,89,Planet,Gas Giant,4,2025-11-28 14:40:42.963216
260,43,Moon,Makemake,3,2025-12-04 09:30:20.970516
261,25,Moon,Uranus,3,2025-12-01 08:14:00.508184
262,10,Star,K,2,2025-11-07 23:04:02.321229
263,68,Moon,Neptune,4,2025-12-04 15:24:12.674956
264,95,Star,G,5,2025-11-06 23:08:41.995141
265,31,Star,F,4,2025-12-06 17:08:46.271695
266,32,Moon,Makemake,5,2025-11-29 01:46:47.647925
267,85,Star,B,3,2025-11-17 23:44:23.490759
268,73,Planet,Dwarf Planet,3,2025-10-24 20:51:50.193155
269,40,Star,G,3,2025-12-04 08:52:25.118242
270,27,Star,K,3,2025-12-05 19:39:55.678451
271,80,Planet,Gas Giant,4,2025-11-29 23:53:12.747414
272,15,Star,O,4,2025-11-25 23:49:21.358602
273,59,Star,K,3,2025-12-04 17:46:04.970861
274,76,Moon,Uranus,5,2025-11-14 07:35:23.960628
275,19,Star,B,2,2025-12-03 03:53:01.914680
276,30,Planet,Gas Giant,5,2025-12-07 03:05:34.282824
277,24,Star,F,2,2025-12-07 07:40:08.410777
278,37,Star,M,3,2025-12-06 18:09:56.171724
279,91,Planet,Gas Giant,3,2025-11-28 19:57:49.417306
280,45,Planet,Ice Giant,4,2025-12-07 05:18:58.183880
281,48,Star,G,3,2025-12-05 22:28:08.139869
282,93,Planet,Gas Giant,3,2025-12-03 20:25:22.610313
283,8,Star,A,4,2025-12-08 07:34:38.688701
284,89,Moon,Uranus,5,2025-12-04 02:44:31.470481
285,34,Star,F,4,2025-11-30 14:10:36.838971
286,51,Star,M,4,2025-12-02 04:33:01.917850
287,66,Planet,Dwarf Planet,4,2025-11-22 12:14:33.223884
288,80,Planet,Terrestrial,3,2025-10-25 03:30:27.870514
289,16,Planet,Terrestrial,4,2025-12-07 11:18:17.437595
290,40,Planet,Ice Giant,1,2025-11-27 01:32:53.448725
291,76,Star,O,5,2025-12-08 04:31:25.073210
292,11,Planet,Terrestrial,2,2025-11-27 05:15:05.137749
293,44,Planet,Dwarf Planet,5,2025-12-06 20:32:23.264257
294,52,Planet,Terrestrial,4,2025-12-04 22:01:13.117507
295,90,Planet,Ice Giant,4,2025-11-07 14:25:37.042694
296,41,Planet,Dwarf Planet,3,2025-12-09 00:29:41.272124
297,86,Planet,Gas Giant,4,2025-11-13 07:18:10.349432
298,16,Moon,Eris,4,2025-11-24 22:24:02.747880
299,36,Star,G,4,2025-11-17 21:33:36.412926
300,19,Star,B,4,2025-12-02 20:43:30.458625
301,90,Moon,Uranus,3,2025-11-05 06:03:20.668940
302,3,Planet,Terrestrial,5,2025-11-24 18:14:02.336137
303,91,Star,O,5,2025-12-05 15:07:15.898305
304,38,Star,A,3,2025-11-06 23:44:56.413709
305,62,Star,O,4,2025-12-07 07:05:09.867738
306,92,Planet,Terrestrial,2,2025-11-03 02:14:32.963375
307,19,Moon,Haumea,4,2025-11-23 07:39:28.751817
308,36,Star,O,2,2025-12-06 10:08:32.614625
309,44,Planet,Terrestrial,1,2025-12-07 05:56:44.914256
310,47,Star,G,4,2025-11-12 15:51:52.855550
311,73,Planet,Dwarf Planet,4,2025-12-07 11:24:11.115601
312,11,Star,F,3,2025-11-26 03:37:13.086065
313,34,Moon,Pluto,2,2025-12-06 12:51:44.837185
314,18,Star,K,4,2025-12-02 07:58:31.000779
315,15,Planet,Dwarf Planet,5,2025-11-24 00:50:14.648363
316,80,Star,O,4,2025-11-22 14:19:27.418012
317,98,Planet,Terrestrial,3,2025-12-03 13:32:55.196820
318,94,Star,G,1,2025-10-24 22:55:50.200972
319,53,Moon,Mars,4,2025-12-05 05:03:11.761230
320,1,Star,G,2,2025-12-08 08:16:31.999635
321,20,Star,G,2,2025-11-19 13:23:56.742182
322,44,Star,O,5,2025-12-02 00:18:31.046131
323,65,Planet,Dwarf Planet,4,2025-11-23 07:45:19.635984
324,76,Planet,Terrestrial,4,2025-11-23 21:06:54.220987
325,83,Star,A,1,2025-10-31 05:08:29.094887
326,61,Moon,Neptune,4,2025-12-03 01:39:54.964655
327,43,Star,G,3,2025-11-03 23:40:05.286201
328,7,Moon,Uranus,1,2025-12-02 22:09:12.499546
329,84,Planet,Terrestrial,5,2025-11-29 08:06:57.060282
330,56,Planet,Terrestrial,5,2025-11-26 22:48:50.160510
331,88,Star,B,4,2025-11-26 09:58:50.229781
332,92,Moon,Mars,3,2025-10-25 10:57:50.202972
333,58,Star,A,2,2025-11-30 18:16:35.661611
334,29,Star,M,4,2025-11-29 00:10:27.921569
335,82,Star,B,2,2025-11-14 19:01:24.597506
336,22,Star,M,5,2025-11-26 11:53:34.865150
337,65,Planet,Ice Giant,4,2025-11-26 07:11:08.391864
338,67,Moon,Neptune,5,2025-12-07 11:12:29.953948
339,50,Moon,Neptune,2,2025-12-01 03:59:31.440744
340,52,Moon,Earth,3,2025-11-28 22:02:40.963965
341,49,Planet,Ice Giant,3,2025-12-07 05:29:17.037699
342,27,Star,A,5,2025-11-17 22:18:56.165546
343,55,Moon,Saturn,5,2025-12-08 04:31:46.944542
344,68,Moon,Saturn,2,2025-11-17 07:52:49.780082
345,57,Star,M,3,2025-12-04 19:21:35.420640
346,55,Planet,Gas Giant,5,2025-11-18 07:57:50.527145
347,11,Star,B,3,2025-11-19 18:24:11.592898
348,41,Moon,Uranus,4,2025-12-01 23:49:01.985146
349,14,Star,M,5,2025-11-16 15:56:50.721978
350,5,Star,F,4,2025-11-25 12:33:09.542355
351,43,Star,A,4,2025-11-20 06:11:31.192769
352,66,Planet,Gas Giant,4,2025-11-05 18:47:50.971437
353,79,Planet,Ice Giant,5,2025-12-07 12:45:34.137805
354,99,Star,O,3,2025-10-28 08:04:10.082997
355,18,Planet,Terrestrial,4,2025-11-29 04:30:45.265564
356,17,Planet,Ice Giant,2,2025-12-08 08:43:18.083413
357,60,Planet,Gas Giant,4,2025-12-06 02:14:43.689025
358,21,Star,O,5,2025-12-06 20:40:51.992056
359,34,Planet,Dwarf Planet,5,2025-12-01 13:20:37.491518
360,10,Planet,Terrestrial,3,2025-12-04 09:35:09.376408
361,75,Moon,Jupiter,3,2025-11-27 22:05:28.430060
362,70,Star,B,2,2025-11-23 20:42:10.935695
363,52,Star,B,4,2025-12-07 08:34:23.720528
364,50,Star,B,2,2025-12-07 13:48:08.572458
365,15,Planet,Gas Giant,1,2025-11-29 14:08:51.512868
366,91,Planet,Ice Giant,5,2025-11-08 05:39:48.351205
367,3,Planet,Gas Giant,5,2025-12-04 21:25:15.391975
368,92,Moon,Eris,3,2025-12-07 17:55:48.262591
369,39,Star,K,2,2025-12-08 16:00:41.937208
370,51,Planet,Dwarf Planet,5,2025-12-01 00:09:04.759697
371,12,Planet,Ice Giant,5,2025-12-06 20:00:14.093069
372,28,Planet,Terrestrial,2,2025-12-07 00:26:05.879553
373,31,Planet,Dwarf Planet,4,2025-12-07 05:51:28.621992
374,86,Star,F,3,2025-12-06 05:46:48.439927
375,16,Moon,Jupiter,2,2025-12-06 13:23:52.040752
376,92,Star,B,3,2025-12-07 07:16:28.847787
377,86,Moon,Makemake,4,2025-11-30 14:42:55.006666
378,89,Planet,Ice Giant,4,2025-11-27 11:04:56.283033
379,23,Star,M,1,2025-12-01 11:26:37.877665
380,44,Planet,Ice Giant,4,2025-12-04 08:43:35.401767
381,93,Star,O,5,2025-11-21 18:58:31.253839
382,90,Star,G,4,2025-11-29 23:32:52.289470
383,16,Star,A,2,2025-11-28 21:28:18.184053
384,86,Planet,Dwarf Planet,3,2025-12-08 02:38:12.087551
385,80,Planet,Ice Giant,2,2025-12-08 12:10:00.942324
386,14,Star,K,3,2025-12-07 04:53:53.917605
387,65,Planet,Ice Giant,4,2025-11-24 11:47:21.331295
388,100,Star,A,3,2025-12-05 14:35:57.156319
389,33,Moon,Pluto,5,2025-12-06 06:49:33.940716
390,13,Planet,Gas Giant,5,2025-12-04 05:32:09.267337
391,24,Star,F,1,2025-11-29 15:52:25.088479
392,42,Star,G,3,2025-11-07 23:26:09.182679
393,49,Star,M,5,2025-12-08 14:42:51.984030
394,47,Star,G,3,2025-11-26 18:06:44.132109
395,24,Star,F,2,2025-10-31 11:00:23.795922
396,9,Planet,Gas Giant,3,2025-11-27 16:55:09.582125
397,18,Star,O,5,2025-11-24 04:28:34.141130
398,7,Star,M,3,2025-12-05 12:25:32.179307
399,59,Moon,Makemake,4,2025-11-18 01:02:32.039020
400,39,Star,B,4,2025-12-05 15:22:48.183065
401,62,Star,F,5,2025-12-03 07:46:58.650103
402,88,Star,K,2,2025-12-01 12:21:27.090552
403,59,Planet,Gas Giant,2,2025-12-01 12:22:00.714673
404,13,Star,A,2,2025-11-27 05:48:00.603558
405,10,Planet,Gas Giant,3,2025-12-06 19:49:09.016938
406,57,Moon,Pluto,3,2025-11-21 18:50:52.717399
407,96,Star,B,2,2025-12-08 06:50:36.475493
408,28,Star,B,4,2025-11-27 13:19:32.660187
409,5,Star,A,3,2025-12-07 04:44:35.626368
410,98,Planet,Dwarf Planet,3,2025-12-07 19:38:54.379075
411,65,Planet,Dwarf Planet,5,2025-12-06 07:38:30.066977
412,92,Moon,Neptune,3,2025-11-22 10:04:02.810071
413,22,Moon,Jupiter,4,2025-12-08 03:32:29.724905
414,62,Star,A,3,2025-12-08 19:15:07.929519
415,5,Star,F,3,2025-11-21 11:46:26.791662
416,52,Planet,Ice Giant,4,2025-11-22 07:30:21.810394
417,15,Moon,Uranus,3,2025-11-24 20:09:24.603428
418,25,Star,B,3,2025-12-08 03:33:41.472342
419,57,Planet,Terrestrial,4,2025-12-04 00:52:38.568857
420,13,Star,A,4,2025-12-06 13:23:57.659659
421,99,Star,K,5,2025-12-08 21:23:55.827857
422,82,Planet,Gas Giant,1,2025-11-29 09:51:42.703100
423,73,Planet,Dwarf Planet,3,2025-11-28 12:59:16.883661
424,14,Star,M,1,2025-11-19 22:15:05.531791
425,8,Planet,Terrestrial,4,2025-12-08 17:08:36.165505
426,1,Star,B,5,2025-10-28 07:56:24.093404
427,45,Star,F,4,2025-12-07 07:04:13.449656
428,4,Star,O,2,2025-12-07 23:07:12.948699
429,89,Star,G,4,2025-11-25 02:35:33.563844
430,61,Moon,Neptune,2,2025-12-07 13:06:28.393369
431,19,Moon,Uranus,5,2025-12-06 13:30:01.856953
432,8,Planet,Dwarf Planet,3,2025-12-03 19:50:44.821420
433,73,Planet,Gas Giant,5,2025-10-27 22:06:05.043360
434,11,Planet,Dwarf Planet,3,2025-12-06 23:40:04.949218
435,85,Star,G,1,2025-12-07 15:53:39.432930
436,25,Moon,Pluto,4,2025-11-28 23:23:56.266154
437,58,Planet,Terrestrial,4,2025-12-01 14:06:45.172649
438,10,Star,O,3,2025-11-19 08:14:55.858990
439,94,Star,G,5,2025-11-30 17:34:48.233480
440,97,Star,B,5,2025-12-02 18:16:59.933505
441,37,Planet,Ice Giant,2,2025-11-22 19:13:41.432203
442,66,Planet,Gas Giant,5,2025-12-03 20:40:59.743920
443,30,Star,F,1,2025-11-30 06:05:38.552282
444,60,Star,M,4,2025-10-24 21:11:50.219971
445,86,Star,F,5,2025-11-30 01:12:08.661677
446,60,Moon,Haumea,5,2025-11-20 02:08:12.370223
447,67,Planet,Ice Giant,4,2025-11-18 06:49:59.955495
448,52,Star,B,2,2025-12-07 23:23:47.095443
449,82,Planet,Dwarf Planet,4,2025-11-24 16:52:30.443599
450,17,Star,F,3,2025-11-28 15:46:43.517457
451,48,Star,A,3,2025-12-07 17:28:47.232404
452,72,Planet,Gas Giant,1,2025-11-19 02:36:58.504114
453,83,Star,O,4,2025-11-28 14:51:41.705234
454,31,Star,A,5,2025-11-24 22:29:29.325762
455,75,Star,M,5,2025-11-09 23:17:03.119157
456,12,Planet,Ice Giant,4,2025-12-07 07:13:19.208615
457,57,Star,M,1,2025-12-05 21:09:00.689873
458,65,Planet,Dwarf Planet,5,2025-12-04 09:47:20.082660
459,63,Star,K,1,2025-11-24 15:05:47.449846
460,10,Star,K,4,2025-11-14 18:34:16.044240
461,63,Moon,Jupiter,4,2025-12-03 12:21:26.580393
462,46,Star,A,2,2025-12-04 00:43:32.407225
463,56,Star,O,3,2025-12-04 00:11:34.663447
