Interaction_ID,User_ID,Category_Type,Category_Value,Strength,Timestamp
170,46,Planet,Dwarf Planet,4,2025-11-23 15:47:55.914116
171,88,Star,M,4,2025-12-07 06:56:49.526095
172,23,Star,F,3,2025-12-04 04:35:09.217185
173,68,Planet,Dwarf Planet,4,2025-11-14 17:09:18.471844
174,74,Star,M,1,2025-10-10 09:44:26.047620
175,74,Planet,Dwarf Planet,5,2025-12-07 15:42:35.791257
176,46,Planet,Ice Giant,2,2025-11-27 10:23:19.205715
177,46,Star,F,1,2025-10-20 22:48:35.142598
178,16,Star,M,5,2025-11-28 23:39:36.603555
179,118,Planet,Gas Giant,4,2025-12-05 07:59:07.984004
180,116,Moon,Neptune,4,2025-11-24 11:07:58.704040
181,87,Star,B,4,2025-11-07 21:25:49.617692
182,5,Planet,Gas Giant,5,2025-11-02 13:04:36.760511
183,99,Moon,Eris,4,2025-10-15 11:58:52.208370
184,85,Planet,Terrestrial,5,2025-12-05 18:31:00.827568
185,90,Moon,Pluto,3,2025-12-08 18:09:14.246480
186,101,Star,A,3,2025-11-27 19:44:46.264935
187,92,Star,O,5,2025-12-04 23:54:32.784972
188,9,Planet,Dwarf Planet,1,2025-11-12 17:09:46.577472
189,78,Star,M,4,2025-12-05 01:17:02.096577
190,8,Star,M,3,2025-12-02 10:54:11.997532
191,98,Star,M,3,2025-11-29 17:42:33.543006
192,32,Moon,Jupiter,5,2025-11-20 04:42:41.173105
193,93,Planet,Dwarf Planet,3,2025-11-30 04:45:24.514393
194,71,Planet,Dwarf Planet,5,2025-11-15 19:32:34.617964
195,60,Star,O,4,2025-11-04 17:32:03.147237
196,58,Star,F,5,2025-12-07 13:08:06.241415
197,76,Star,A,3,2025-10-25 19:10:17.099442
198,88,Planet,Gas Giant,4,2025-11-23 12:05:10.841635
199,101,Planet,Dwarf Planet,4,2025-11-09 04:04:14.162041
200,3,Star,G,4,2025-11-23 23:48:04.234606
201,6,Planet,Gas Giant,5,2025-12-05 10:40:36.910345
202,119,Moon,Eris,3,2025-12-07 12:22:23.891902
203,95,Planet,Gas Giant,1,2025-10-22 18:32:19.783877
204,65,Star,A,1,2025-10-27 10:58:33.946051
205,11,Star,B,5,2025-12-09 00:09:13.638706
206,26,Star,G,5,2025-11-25 21:03:01.321276
207,5,Moon,Saturn,4,2025-11-12 15:11:01.267098
208,31,Moon,Mars,2,2025-12-08 19:57:36.489350
209,48,Star,F,1,2025-11-16 11:34:28.281768
210,38,Moon,Pluto,3,2025-12-07 13:30:36.420849
211,62,Moon,Saturn,2,2025-12-04 18:24:22.006862
212,117,Star,B,2,2025-11-28 01:02:52.188722
213,92,Star,M,3,2025-11-20 15:11:30.795711
214,59,Star,M,5,2025-10-27 17:02:46.610452
215,90,Moon,Jupiter,5,2025-12-06 09:43:38.669698
216,34,Star,K,5,2025-11-24 17:06:03.657414
217,35,Planet,Terrestrial,2,2025-12-01 02:18:37.152706
218,10,Planet,Dwarf Planet,4,2025-10-19 09:20:14.977341
219,22,Star,K,2,2025-11-13 11:43:09.885492
220,75,Planet,Terrestrial,3,2025-12-03 01:47:15.971326
221,84,Star,A,1,2025-12-07 00:07:10.733725
222,48,Planet,Ice Giant,1,2025-11-29 05:09:38.989635
223,49,Planet,Dwarf Planet,5,2025-12-06 21:42:33.086115
224,73,Planet,Gas Giant,3,2025-12-07 12:01:14.467838
225,105,Planet,Ice Giant,3,2025-12-03 17:56:43.440620
226,58,Planet,Terrestrial,3,2025-11-10 02:13:36.555361
227,78,Star,A,3,2025-11-25 12:57:44.933445
228,108,Star,A,2,2025-12-01 21:00:45.509293
229,54,Star,O,4,2025-12-02 01:30:23.921945
230,68,Moon,Makemake,5,2025-12-08 21:32:40.117215
231,53,Moon,Mars,4,2025-12-07 19:56:15.413939
232,111,Planet,Ice Giant,2,2025-11-13 10:30:09.847987
233,17,Moon,Neptune,3,2025-11-16 09:52:45.828405
234,27,Moon,Pluto,4,2025-11-29 03:13:02.305090
235,3,Star,O,1,2025-11-26 03:15:02.619942
236,15,Moon,Eris,3,2025-11-11 21:37:51.569566
237,53,Moon,Earth,2,2025-11-24 19:38:12.597093
238,2,Moon,Saturn,3,2025-10-10 09:01:26.052620
239,13,Planet,Ice Giant,3,2025-11-14 20:35:13.887877
240,115,Star,B,2,2025-10-31 02:30:40.148389
241,20,Star,O,3,2025-11-24 21:01:36.666675
242,52,Planet,Ice Giant,2,2025-12-05 09:45:19.989104
243,82,Moon,Saturn,4,2025-11-27 00:45:11.215583
244,28,Planet,Dwarf Planet,4,2025-10-17 13:24:11.122400
245,96,Planet,Gas Giant,3,2025-11-24 23:12:40.633341
246,86,Planet,Terrestrial,4,2025-11-12 13:21:41.672872
247,89,Planet,Dwarf Planet,3,2025-11-10 05:21:42.693862
248,74,Star,O,5,2025-11-09 11:23:45.111471
249,45,Moon,Eris,2,2025-12-02 14:52:25.423603
250,58,Planet,Terrestrial,3,2025-12-01 08:23:49.895472
251,108,Planet,Dwarf Planet,5,2025-12-07 10:58:32.706488
252,98,Planet,Ice Giant,3,2025-12-08 05:31:36.765393
253,12,Star,O,3,2025-11-17 08:59:06.291250
254,68,Star,F,3,2025-11-26 07:48:12.657688
255,97,Planet,Dwarf Planet,2,2025-11-10 11:45:25.964772
256,116,Moon,Eris,3,2025-12-07 21:23:32.807282
257,95,Moon,Uranus,3,2025-12-08 15:18:15.190100
258,30,Star,F,2,2025-11-27 23:28:54.571879
259,103,Planet,Gas Giant,2,2025-11-30 12:50:32.225778
260,107,Planet,Dwarf Planet,4,2025-11-25 11:11:03.828009
261,55,Star,B,5,2025-11-02 04:15:11.259563
262,92,Planet,Gas Giant,2,2025-11-28 07:18:26.780715
263,57,Moon,Pluto,4,2025-12-02 21:32:36.843728
264,46,Star,F,3,2025-11-29 17:32:19.050536
265,14,Star,B,3,2025-12-02 15:46:23.348122
266,20,Star,O,5,2025-11-17 18:53:15.506376
267,14,Star,A,4,2025-11-15 12:24:23.183808
268,119,Planet,Terrestrial,5,2025-11-12 21:21:40.477777
269,13,Planet,Ice Giant,5,2025-11-19 11:19:18.352927
270,28,Star,O,3,2025-11-18 16:09:44.042637
271,12,Star,O,1,2025-12-07 12:35:06.357020
272,44,Moon,Makemake,4,2025-12-03 07:33:31.051493
273,9,Planet,Terrestrial,3,2025-12-04 11:58:16.265153
274,98,Star,M,1,2025-12-01 00:44:17.299636
275,50,Planet,Ice Giant,5,2025-12-02 23:00:40.305897
276,74,Planet,Ice Giant,2,2025-12-02 18:42:17.512074
277,75,Moon,Uranus,4,2025-12-05 06:14:12.059522
278,40,Planet,Gas Giant,3,2025-12-07 21:52:52.529326
279,46,Planet,Ice Giant,3,2025-11-12 02:26:07.984257
280,105,Star,B,3,2025-12-06 01:30:33.516170
281,30,Moon,Pluto,1,2025-12-08 04:01:20.585632
282,49,Moon,Makemake,3,2025-12-05 20:26:39.933088
283,115,Star,B,3,2025-11-29 23:31:28.623060
284,35,Planet,Ice Giant,2,2025-11-30 04:46:28.470217
285,119,Moon,Earth,3,2025-12-07 09:14:23.487286
286,53,Planet,Terrestrial,4,2025-12-08 15:58:16.667626
287,94,Planet,Gas Giant,4,2025-11-05 18:28:04.311171
288,48,Planet,Terrestrial,4,2025-11-30 19:37:51.106748
289,102,Planet,Ice Giant,1,2025-10-09 14:43:26.056619
290,79,Planet,Ice Giant,2,2025-12-01 11:01:59.930455
291,33,Planet,Ice Giant,4,2025-11-12 23:26:29.603576
292,39,Moon,Makemake,4,2025-11-27 05:58:26.714806
293,23,Star,B,5,2025-11-28 12:34:14.883892
294,93,Star,F,3,2025-11-24 22:17:54.926611
295,108,Star,A,3,2025-11-18 18:01:22.190104
296,71,Planet,Dwarf Planet,5,2025-11-07 13:25:54.053128
297,99,Moon,Haumea,1,2025-11-27 22:13:59.542070
298,80,Star,G,4,2025-11-26 01:13:01.874336
299,46,Planet,Dwarf Planet,4,2025-12-01 16:59:44.871285
300,62,Planet,Ice Giant,3,2025-12-04 18:39:46.706036
301,49,Planet,Dwarf Planet,3,2025-12-06 04:26:41.574109
302,81,Planet,Gas Giant,3,2025-12-08 07:53:30.206913
303,112,Star,G,5,2025-11-13 04:42:41.775781
304,12,Planet,Terrestrial,3,2025-11-29 12:44:40.800513
305,30,Star,F,2,2025-11-26 00:20:11.172184
306,40,Planet,Terrestrial,2,2025-11-12 16:23:56.329450
307,116,Moon,Pluto,4,2025-10-09 14:25:26.058619
308,88,Star,G,2,2025-11-18 17:03:57.334667
309,78,Planet,Ice Giant,3,2025-12-07 15:14:07.210412
310,18,Planet,Ice Giant,3,2025-12-06 21:01:41.005816
311,64,Star,F,2,2025-12-08 00:26:44.598693
312,20,Star,A,5,2025-12-07 21:59:26.241621
313,63,Planet,Dwarf Planet,2,2025-12-05 11:51:55.481428
314,9,Planet,Ice Giant,2,2025-11-19 17:01:31.791878
315,104,Star,B,5,2025-11-29 16:09:02.786914
316,37,Star,M,5,2025-12-08 05:40:44.162141
317,114,Moon,Uranus,4,2025-11-16 12:16:59.351430
318,98,Star,O,4,2025-12-08 00:06:27.177448
319,3,Star,A,1,2025-11-17 04:02:48.054883
320,111,Star,B,5,2025-12-03 02:15:00.616640
321,16,Moon,Saturn,2,2025-12-06 03:18:01.030023
322,75,Moon,Makemake,5,2025-11-20 23:19:40.418243
323,108,Star,O,4,2025-11-28 15:06:56.033137
324,54,Star,G,4,2025-10-20 11:50:19.294081
325,51,Planet,Gas Giant,2,2025-12-03 02:18:47.787000
326,110,Moon,Jupiter,4,2025-11-21 20:08:12.034817
327,110,Moon,Jupiter,5,2025-11-26 13:37:03.597151
328,77,Moon,Jupiter,1,2025-12-05 05:50:29.126638
329,2,Planet,Gas Giant,1,2025-11-27 01:06:04.247945
330,72,Moon,Haumea,5,2025-11-27 19:17:56.944613
331,15,Moon,Eris,4,2025-11-22 03:27:19.499035
332,28,Star,O,3,2025-12-05 16:22:40.278957
333,97,Planet,Dwarf Planet,5,2025-12-07 15:46:21.459068
334,58,Planet,Ice Giant,4,2025-12-04 21:15:17.405279
335,38,Moon,Makemake,3,2025-12-08 16:43:57.259905
336,67,Star,K,5,2025-12-04 14:51:10.487199
337,9,Planet,Dwarf Planet,1,2025-12-03 00:31:31.370409
338,78,Planet,Terrestrial,3,2025-11-23 05:50:41.637269
339,106,Planet,Ice Giant,5,2025-12-08 08:05:24.855658
340,16,Star,F,3,2025-11-27 07:45:09.470692
341,22,Planet,Dwarf Planet,1,2025-11-09 01:17:42.327746
342,120,Planet,Ice Giant,4,2025-11-22 14:49:35.653462
343,74,Moon,Saturn,1,2025-11-18 23:28:00.184182
344,1,Star,B,4,2025-12-02 13:11:26.396961
345,106,Moon,Earth,2,2025-11-26 11:17:40.755254
346,82,Star,G,4,2025-11-13 20:43:40.786453
347,32,Planet,Gas Giant,4,2025-11-28 05:56:13.423683
348,74,Planet,Dwarf Planet,2,2025-11-08 05:43:35.050571
349,119,Moon,Eris,3,2025-11-29 13:05:09.866121
350,3,Star,G,4,2025-12-08 14:18:30.043383
351,120,Star,K,4,2025-11-21 15:06:00.621533
352,65,Star,M,3,2025-11-30 06:13:42.472602
353,74,Planet,Dwarf Planet,4,2025-10-25 06:19:43.310739
354,89,Planet,Dwarf Planet,5,2025-11-25 04:25:07.065229
355,72,Moon,Mars,5,2025-11-27 04:35:44.013210
356,82,Planet,Ice Giant,2,2025-10-27 19:56:58.480929
357,71,Star,O,4,2025-11-26 19:33:29.562205
358,74,Planet,Dwarf Planet,3,2025-12-08 19:46:43.766844
359,22,Star,A,1,2025-12-07 15:45:04.627932
360,15,Planet,Terrestrial,1,2025-12-08 15:29:45.473175
361,48,Star,O,3,2025-11-28 01:59:10.168390
362,90,Star,M,3,2025-12-04 16:32:58.883190
363,77,Star,K,4,2025-11-03 05:47:12.420336
364,37,Moon,Jupiter,2,2025-11-30 08:22:43.140517
365,54,Planet,Gas Giant,3,2025-10-09 20:25:26.063620
366,46,Planet,Gas Giant,3,2025-12-01 05:22:11.601862
367,4,Star,O,3,2025-12-04 08:38:52.169547
368,120,Planet,Gas Giant,4,2025-11-18 06:42:42.281038
369,99,Moon,Jupiter,4,2025-12-09 01:23:41.170786
370,57,Star,M,3,2025-11-15 05:18:41.862426
371,71,Planet,Ice Giant,5,2025-11-24 12:53:03.470072
372,27,Planet,Ice Giant,4,2025-11-08 19:48:17.747631
373,102,Moon,Haumea,2,2025-11-18 23:26:34.411395
374,13,Planet,Ice Giant,3,2025-11-09 20:09:43.053851
375,83,Planet,Gas Giant,5,2025-12-05 08:23:50.031128
376,46,Star,F,5,2025-12-04 23:15:58.963237
377,46,Star,O,4,2025-11-20 16:09:20.542314
378,32,Star,O,4,2025-12-02 13:03:38.192769
379,87,Planet,Dwarf Planet,4,2025-12-04 18:24:51.419653
380,50,Star,M,3,2025-12-01 11:05:06.642674
381,17,Star,G,3,2025-11-12 22:45:23.343958
382,104,Planet,Gas Giant,3,2025-12-06 13:56:31.201844
383,32,Moon,Pluto,3,2025-11-07 16:13:34.794409
384,119,Moon,Earth,4,2025-12-05 17:14:52.204922
385,99,Planet,Terrestrial,1,2025-11-26 09:53:18.924040
386,12,Moon,Pluto,5,2025-12-08 04:06:47.852520
387,76,Planet,Ice Giant,2,2025-12-05 03:45:33.118904
388,57,Planet,Ice Giant,4,2025-12-08 02:26:58.428055
389,73,Star,O,5,2025-12-08 07:29:13.781649
390,78,Planet,Ice Giant,4,2025-12-05 09:33:19.633300
391,5,Planet,Terrestrial,4,2025-11-30 21:30:41.391210
392,39,Star,B,2,2025-11-26 03:50:53.222729
393,112,Star,O,3,2025-11-15 14:50:45.980498
394,3,Star,G,2,2025-12-08 12:31:08.670801
395,118,Planet,Gas Giant,1,2025-12-03 07:18:21.761904
396,3,Moon,Jupiter,3,2025-12-01 10:57:15.797747
397,66,Star,F,3,2025-12-08 02:03:00.653974
398,14,Star,B,2,2025-12-02 12:43:22.255692
399,120,Moon,Uranus,4,2025-11-27 03:55:39.407538
400,8,Planet,Terrestrial,3,2025-11-19 14:30:09.416958
401,72,Planet,Ice Giant,3,2025-11-27 13:56:36.781352
402,20,Star,O,3,2025-11-13 11:55:27.605585
403,5,Moon,Haumea,1,2025-12-07 17:42:43.745203
404,96,Planet,Gas Giant,5,2025-11-10 08:48:06.452394
405,7,Moon,Earth,5,2025-11-30 19:25:39.455282
406,89,Moon,Eris,1,2025-12-01 21:44:40.338430
407,7,Moon,Earth,1,2025-12-03 04:08:40.840726
408,66,Moon,Makemake,2,2025-11-20 19:49:20.072146
409,81,Moon,Neptune,4,2025-11-23 22:43:35.296530
410,2,Moon,Eris,4,2025-10-24 15:36:43.594455
411,94,Star,G,4,2025-11-22 07:48:39.160682
412,17,Star,G,3,2025-12-04 22:55:31.314539
413,53,Planet,Gas Giant,5,2025-12-06 06:12:59.723316
414,12,Star,O,4,2025-11-20 09:03:28.189810
415,65,Planet,Gas Giant,3,2025-11-19 00:50:54.523096
416,67,Star,M,5,2025-10-09 18:37:26.067619
417,74,Planet,Ice Giant,5,2025-11-28 04:38:00.834114
418,14,Star,B,4,2025-11-05 19:42:20.796958
419,103,Moon,Haumea,2,2025-11-28 23:44:20.829255
420,102,Planet,Gas Giant,3,2025-11-20 05:05:54.866939
421,51,Star,A,5,2025-11-14 02:39:06.926091
422,47,Star,B,5,2025-11-26 02:04:37.364217
423,106,Star,B,1,2025-11-23 18:12:44.548638
424,114,Planet,Dwarf Planet,1,2025-12-03 05:25:18.759148
425,73,Planet,Ice Giant,4,2025-11-17 19:17:51.914803
426,63,Planet,Ice Giant,1,2025-11-29 19:17:49.487589
427,111,Planet,Dwarf Planet,4,2025-12-04 19:21:58.322354
428,13,Moon,Uranus,3,2025-12-04 00:00:25.937559
429,27,Planet,Gas Giant,1,2025-11-27 19:50:01.068834
430,58,Star,F,5,2025-12-03 16:34:51.226361
431,118,Planet,Gas Giant,4,2025-11-30 21:16:52.860866
432,48,Moon,Uranus,4,2025-12-07 04:25:52.976025
433,85,Star,B,5,2025-11-20 17:24:55.498359
434,90,Moon,Jupiter,5,2025-11-10 06:56:45.155623
435,32,Moon,Mars,3,2025-11-14 22:34:44.746538
436,115,Planet,Gas Giant,2,2025-11-07 14:06:12.244556
437,108,Moon,Makemake,2,2025-12-02 16:34:43.979667
438,8,Star,B,4,2025-11-23 16:37:32.817883
439,70,Planet,Terrestrial,3,2025-11-29 18:06:59.034024
440,118,Planet,Gas Giant,4,2025-11-10 00:52:26.696779
441,40,Moon,Earth,4,2025-12-04 06:26:30.012850
442,27,Star,O,3,2025-11-12 01:42:57.471203
443,31,Star,B,2,2025-11-19 08:41:37.004559
444,82,Planet,Ice Giant,5,2025-11-18 07:11:14.863859
445,31,Star,G,4,2025-12-08 21:30:51.921233
446,115,Star,K,3,2025-12-02 16:02:01.268897
447,3,Star,O,3,2025-10-27 01:00:51.268430
448,36,Star,M,1,2025-11-29 06:36:35.224039
449,86,Moon,Eris,5,2025-12-06 18:32:25.855077
450,49,Planet,Gas Giant,4,2025-12-02 16:41:55.438675
451,111,Star,K,2,2025-12-07 12:30:06.960931
452,46,Moon,Earth,5,2025-11-20 23:29:59.804012
453,101,Planet,Dwarf Planet,4,2025-11-17 02:43:56.572837
454,45,Planet,Dwarf Planet,2,2025-12-06 21:34:05.041327
455,47,Star,B,4,2025-12-08 18:27:21.352984
456,111,Star,M,1,2025-12-06 01:33:54.323821
457,43,Moon,Mars,5,2025-11-26 14:57:34.709629
